institution_type,program,level,year,approved_intake,enrolled,passed,placed,institutions,girls,boys
Deemed University(Government),Engineering and Technology,PG,2014-15,90,88,85,73,1,,
Deemed University(Government),Engineering and Technology,PG,2015-16,425,419,297,156,3,,
Deemed University(Government),Engineering and Technology,PG,2016-17,138,131,84,71,2,,
Deemed University(Government),Engineering and Technology,PG,2017-18,533,433,315,134,4,,
Deemed University(Government),Engineering and Technology,PG,2018-19,2963,885,415,149,10,,
Deemed University(Government),Engineering and Technology,PG,2019-20,2421,1051,355,322,9,,
Deemed University(Government),Engineering and Technology,PG,2020-21,,,,,0,,
Deemed University(Government),Engineering and Technology,PG,2021-22,,,,,0,,
Deemed University(Government),Engineering and Technology,PG,2022-23,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2012-13,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2013-14,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2014-15,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2015-16,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2016-17,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2017-18,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2018-19,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2019-20,180,105,0,0,1,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2020-21,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2021-22,,,,,0,,
Deemed University(Government),Engineering and Technology,DIPLOMA,2022-23,,,,,0,,
Deemed University(Government),Management,PG,2012-13,,,,,0,,
Deemed University(Government),Management,PG,2013-14,,,,,0,,
Deemed University(Government),Management,PG,2014-15,240,121,181,111,1,,
Deemed University(Government),Management,PG,2015-16,240,179,160,82,1,,
Deemed University(Government),Management,PG,2016-17,240,174,158,77,1,,
Deemed University(Government),Management,PG,2017-18,240,215,173,110,1,,
Deemed University(Government),Management,PG,2018-19,260,312,184,167,2,,
Deemed University(Government),Management,PG,2019-20,380,387,258,147,4,,
Deemed University(Government),Management,PG,2020-21,,,,,0,,
Deemed University(Government),Management,PG,2021-22,,,,,0,,
Deemed University(Government),Management,PG,2022-23,,,,,0,,
Deemed University(Government),MCA,PG,2012-13,,,,,0,,
Deemed University(Government),MCA,PG,2013-14,,,,,0,,
Deemed University(Government),MCA,PG,2014-15,,,,,0,,
Deemed University(Government),MCA,PG,2015-16,,,,,0,,
Deemed University(Government),MCA,PG,2016-17,,,,,0,,
Deemed University(Government),MCA,PG,2017-18,,,,,0,,
Deemed University(Government),MCA,PG,2018-19,,,,,0,,
Deemed University(Government),MCA,PG,2019-20,,,,,0,,
Deemed University(Government),MCA,PG,2020-21,,,,,0,,
Deemed University(Government),MCA,PG,2021-22,,,,,0,,
Deemed University(Government),MCA,PG,2022-23,,,,,0,,
Deemed University(Government),Pharmacy,UG,2012-13,,,,,0,,
Deemed University(Government),Pharmacy,UG,2013-14,120,97,108,35,1,,
Deemed University(Government),Pharmacy,UG,2014-15,120,109,107,37,1,,
Deemed University(Government),Pharmacy,UG,2015-16,120,114,110,38,1,,
Deemed University(Government),Pharmacy,UG,2016-17,120,106,111,12,1,,
Deemed University(Government),Pharmacy,UG,2017-18,120,116,116,32,1,,
Deemed University(Government),Pharmacy,UG,2018-19,120,119,110,82,1,,
Deemed University(Government),Pharmacy,UG,2019-20,120,113,120,76,1,,
Deemed University(Government),Pharmacy,UG,2020-21,,,,,0,,
Deemed University(Government),Pharmacy,UG,2021-22,,,,,0,,
Deemed University(Government),Pharmacy,UG,2022-23,,,,,0,,
Deemed University(Government),Architecture,UG,2012-13,,,,,0,,
Deemed University(Government),Architecture,UG,2013-14,,,,,0,,
Deemed University(Government),Architecture,UG,2014-15,,,,,0,,
Deemed University(Government),Architecture,UG,2015-16,,,,,0,,
Deemed University(Government),Architecture,UG,2016-17,,,,,0,,
Deemed University(Government),Architecture,UG,2017-18,,,,,0,,
Deemed University(Government),Architecture,UG,2018-19,,,,,0,,
Deemed University(Government),Architecture,UG,2019-20,,,,,0,,
Deemed University(Government),Architecture,UG,2020-21,,,,,0,,
Deemed University(Government),Architecture,UG,2021-22,,,,,0,,
Deemed University(Government),Architecture,UG,2022-23,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2012-13,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2013-14,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2014-15,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2015-16,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2016-17,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2017-18,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2018-19,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2019-20,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2020-21,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2021-22,,,,,0,,
Deemed University(Government),Hotel Management and Catering,UG,2022-23,,,,,0,,
Deemed University(Private),Engineering and Technology,UG,2012-13,,,,,0,,
Deemed University(Private),Engineering and Technology,UG,2013-14,3185,3195,2671,2303,5,,
Deemed University(Private),Engineering and Technology,UG,2014-15,3725,3607,2897,2464,6,,
Deemed University(Private),Engineering and Technology,UG,2015-16,7655,6834,6110,4808,10,,
Deemed University(Private),Engineering and Technology,UG,2016-17,8310,7405,5519,4635,11,,
Deemed University(Private),Engineering and Technology,UG,2017-18,8840,7613,4091,2845,12,,
Deemed University(Private),Engineering and Technology,UG,2018-19,74000,47910,25584,25915,58,,
Deemed University(Private),Engineering and Technology,UG,2019-20,82185,61004,36779,28501,65,,
Deemed University(Private),Engineering and Technology,UG,2020-21,,,,,0,,
Deemed University(Private),Engineering and Technology,UG,2021-22,,,,,0,,
Deemed University(Private),Engineering and Technology,UG,2022-23,,,,,0,,
Deemed University(Private),Engineering and Technology,PG,2012-13,,,,,0,,
Deemed University(Private),Engineering and Technology,PG,2013-14,830,760,633,322,5,,
Deemed University(Private),Engineering and Technology,PG,2014-15,1037,684,805,471,5,,
Deemed University(Private),Engineering and Technology,PG,2015-16,2387,1609,1496,691,10,,
Deemed University(Private),Engineering and Technology,PG,2016-17,2405,1594,1483,586,10,,
Deemed University(Private),Engineering and Technology,PG,2017-18,2447,1520,728,311,10,,
Deemed University(Private),Engineering and Technology,PG,2018-19,11811,4217,2389,1875,50,,
Deemed University(Private),Engineering and Technology,PG,2019-20,12714,5233,3501,2025,56,,
Deemed University(Private),Engineering and Technology,PG,2020-21,,,,,0,,
Deemed University(Private),Engineering and Technology,PG,2021-22,,,,,0,,
Deemed University(Private),Engineering and Technology,PG,2022-23,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2012-13,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2013-14,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2014-15,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2015-16,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2016-17,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2017-18,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2018-19,300,0,0,0,1,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2019-20,300,0,0,0,1,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2020-21,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2021-22,,,,,0,,
Deemed University(Private),Engineering and Technology,DIPLOMA,2022-23,,,,,0,,
Deemed University(Private),Management,PG,2012-13,,,,,0,,
Deemed University(Private),Management,PG,2013-14,680,472,403,364,3,,
Deemed University(Private),Management,PG,2014-15,680,472,461,440,3,,
Deemed University(Private),Management,PG,2015-16,1400,1107,926,663,9,,
Deemed University(Private),Management,PG,2016-17,1400,1204,984,760,9,,
Deemed University(Private),Management,PG,2017-18,1340,1153,937,640,8,,
Deemed University(Private),Management,PG,2018-19,12198,8596,5166,4599,48,,
Deemed University(Private),Management,PG,2019-20,14358,10904,6991,6781,63,,
Deemed University(Private),Management,PG,2020-21,,,,,0,,
Deemed University(Private),Management,PG,2021-22,,,,,0,,
Deemed University(Private),Management,PG,2022-23,,,,,0,,
Deemed University(Private),MCA,PG,2012-13,,,,,0,,
Deemed University(Private),MCA,PG,2013-14,330,195,319,229,4,,
Deemed University(Private),MCA,PG,2014-15,330,133,296,215,4,,
Deemed University(Private),MCA,PG,2015-16,630,357,475,234,8,,
Deemed University(Private),MCA,PG,2016-17,630,356,342,244,8,,
Deemed University(Private),MCA,PG,2017-18,570,346,272,187,7,,
Deemed University(Private),MCA,PG,2018-19,2490,1406,832,878,29,,
Deemed University(Private),MCA,PG,2019-20,2610,1671,1182,865,34,,
Deemed University(Private),MCA,PG,2020-21,,,,,0,,
Deemed University(Private),MCA,PG,2021-22,,,,,0,,
Deemed University(Private),MCA,PG,2022-23,,,,,0,,
Deemed University(Private),Pharmacy,UG,2012-13,,,,,0,,
Deemed University(Private),Pharmacy,UG,2013-14,,,,,0,,
Deemed University(Private),Pharmacy,UG,2014-15,60,60,27,14,1,,
Deemed University(Private),Pharmacy,UG,2015-16,390,330,214,54,4,,
Deemed University(Private),Pharmacy,UG,2016-17,390,349,296,72,4,,
Deemed University(Private),Pharmacy,UG,2017-18,370,357,246,77,4,,
Deemed University(Private),Pharmacy,UG,2018-19,1270,1024,542,346,15,,
Deemed University(Private),Pharmacy,UG,2019-20,1900,1352,497,203,24,,
Deemed University(Private),Pharmacy,UG,2020-21,,,,,0,,
Deemed University(Private),Pharmacy,UG,2021-22,,,,,0,,
Deemed University(Private),Pharmacy,UG,2022-23,,,,,0,,
Deemed University(Private),Architecture,UG,2012-13,,,,,0,,
Deemed University(Private),Architecture,UG,2013-14,,,,,0,,
Deemed University(Private),Architecture,UG,2014-15,,,,,0,,
Deemed University(Private),Architecture,UG,2015-16,,,,,0,,
Deemed University(Private),Architecture,UG,2016-17,,,,,0,,
Deemed University(Private),Architecture,UG,2017-18,,,,,0,,
Deemed University(Private),Architecture,UG,2018-19,1560,912,393,286,20,,
Deemed University(Private),Architecture,UG,2019-20,,,,,0,,
Deemed University(Private),Architecture,UG,2020-21,,,,,0,,
Deemed University(Private),Architecture,UG,2021-22,,,,,0,,
Deemed University(Private),Architecture,UG,2022-23,,,,,0,,
Deemed University(Private),Hotel Management and Catering,UG,2012-13,,,,,0,,
Deemed University(Private),Hotel Management and Catering,UG,2013-14,,,,,0,,
Deemed University(Private),Hotel Management and Catering,UG,2014-15,,,,,0,,
Deemed University(Private),Hotel Management and Catering,UG,2015-16,180,177,78,51,1,,
Deemed University(Private),Hotel Management and Catering,UG,2016-17,180,180,62,30,1,,
Deemed University(Private),Hotel Management and Catering,UG,2017-18,180,180,118,118,1,,
Deemed University(Private),Hotel Management and Catering,UG,2018-19,330,300,64,158,3,,
Deemed University(Private),Hotel Management and Catering,UG,2019-20,150,118,56,42,2,,
Deemed University(Private),Hotel Management and Catering,UG,2020-21,,,,,0,,
Deemed University(Private),Hotel Management and Catering,UG,2021-22,,,,,0,,
Deemed University(Private),Hotel Management and Catering,UG,2022-23,,,,,0,,
Government,Engineering and Technology,UG,2012-13,55414,50305,40032,13066,160,,
Government,Engineering and Technology,UG,2013-14,63615,54591,46279,15097,179,,
Government,Engineering and Technology,UG,2014-15,65441,56091,47779,17104,184,,
Government,Engineering and Technology,UG,2015-16,67561,55802,50143,18145,197,,
Government,Engineering and Technology,UG,2016-17,71134,58802,52770,14841,212,,
Government,Engineering and Technology,UG,2017-18,74780,57729,54564,16279,221,,
Government,Engineering and Technology,UG,2018-19,78368,55795,52086,17894,237,,
Government,Engineering and Technology,UG,2019-20,83911,62828,48511,19168,270,,
Government,Engineering and Technology,UG,2020-21,83959,59555,10897,16743,282,,
Government,Engineering and Technology,UG,2021-22,83905,56884,36304,23120,288,15026,36763
Government,Engineering and Technology,UG,2022-23,85095,3123,0,3174,293,,
Government,Engineering and Technology,PG,2012-13,15312,11037,8359,2731,140,,
Government,Engineering and Technology,PG,2013-14,18981,12510,10207,2950,160,,
Government,Engineering and Technology,PG,2014-15,19568,13260,10477,3304,167,,
Government,Engineering and Technology,PG,2015-16,19841,12387,10930,3528,175,,
Government,Engineering and Technology,PG,2016-17,20263,11390,9869,2959,177,,
Government,Engineering and Technology,PG,2017-18,20153,12159,10618,2711,180,,
Government,Engineering and Technology,PG,2018-19,20401,10712,9849,2845,191,,
Government,Engineering and Technology,PG,2019-20,19759,11133,7593,3044,195,,
Government,Engineering and Technology,PG,2020-21,18247,10137,1819,2458,195,,
Government,Engineering and Technology,PG,2021-22,17887,7350,4546,2973,197,2530,4778
Government,Engineering and Technology,PG,2022-23,16560,167,0,128,193,,
Government,Engineering and Technology,DIPLOMA,2012-13,219026,179416,110756,29049,783,,
Government,Engineering and Technology,DIPLOMA,2013-14,236947,187806,120402,35169,840,,
Government,Engineering and Technology,DIPLOMA,2014-15,255629,197087,124581,36830,908,,
Government,Engineering and Technology,DIPLOMA,2015-16,258806,207290,130137,37730,963,,
Government,Engineering and Technology,DIPLOMA,2016-17,273671,214253,134382,42962,1072,,
Government,Engineering and Technology,DIPLOMA,2017-18,282227,214798,141788,49234,1134,,
Government,Engineering and Technology,DIPLOMA,2018-19,290975,216206,148716,55139,1166,,
Government,Engineering and Technology,DIPLOMA,2019-20,288833,220551,135734,53525,1206,,
Government,Engineering and Technology,DIPLOMA,2020-21,287705,203715,19713,50901,1219,,
Government,Engineering and Technology,DIPLOMA,2021-22,289191,196514,110918,58174,1249,36758,147750
Government,Engineering and Technology,DIPLOMA,2022-23,296141,13669,0,13132,1268,,
Government,Management,PG,2012-13,8704,5672,4275,1591,111,,
Government,Management,PG,2013-14,9790,5573,4498,2041,125,,
Government,Management,PG,2014-15,9878,5359,4242,2073,123,,
Government,Management,PG,2015-16,9880,5025,4195,2119,127,,
Government,Management,PG,2016-17,9471,5447,4481,2326,124,,
Government,Management,PG,2017-18,10361,5578,4572,2374,126,,
Government,Management,PG,2018-19,8387,5270,4257,2347,114,,
Government,Management,PG,2019-20,7945,5244,3668,2547,102,,
Government,Management,PG,2020-21,8077,5596,971,2487,99,,
Government,Management,PG,2021-22,8145,4053,3375,2831,99,1764,2231
Government,Management,PG,2022-23,8685,301,0,241,101,,
Government,MCA,PG,2012-13,2975,2456,2082,733,59,,
Government,MCA,PG,2013-14,3515,2737,2331,759,66,,
Government,MCA,PG,2014-15,3255,2233,2245,760,62,,
Government,MCA,PG,2015-16,3508,2299,2312,871,68,,
Government,MCA,PG,2016-17,3773,2547,2520,874,73,,
Government,MCA,PG,2017-18,3646,2346,2389,851,69,,
Government,MCA,PG,2018-19,3759,2302,2396,930,71,,
Government,MCA,PG,2019-20,3799,2433,2368,1170,73,,
Government,MCA,PG,2020-21,4444,3315,402,1015,79,,
Government,MCA,PG,2021-22,4411,2779,1955,1499,78,1222,1557
Government,MCA,PG,2022-23,4544,184,0,184,80,,
Government,Pharmacy,UG,2012-13,1902,1590,1269,431,34,,
Government,Pharmacy,UG,2013-14,2016,1676,1294,497,36,,
Government,Pharmacy,UG,2014-15,2226,1812,1397,422,40,,
Government,Pharmacy,UG,2015-16,2366,1882,1539,606,43,,
Government,Pharmacy,UG,2016-17,2514,2010,1641,471,44,,
Government,Pharmacy,UG,2017-18,2444,2060,1798,747,44,,
Government,Pharmacy,UG,2018-19,2497,2076,1713,596,45,,
Government,Pharmacy,UG,2019-20,2782,2619,1376,782,50,,
Government,Pharmacy,UG,2020-21,2811,2500,227,541,48,,
Government,Pharmacy,UG,2021-22,2891,1893,1460,551,48,845,805
Government,Pharmacy,UG,2022-23,2805,126,0,48,46,,
Government,Architecture,UG,2012-13,,,,,0,,
Government,Architecture,UG,2013-14,,,,,0,,
Government,Architecture,UG,2014-15,,,,,0,,
Government,Architecture,UG,2015-16,669,534,425,223,11,,
Government,Architecture,UG,2016-17,729,562,376,165,12,,
Government,Architecture,UG,2017-18,729,594,473,213,12,,
Government,Architecture,UG,2018-19,876,750,570,174,15,,
Government,Architecture,UG,2019-20,,,,,0,,
Government,Architecture,UG,2020-21,,,,,0,,
Government,Architecture,UG,2021-22,,,,,0,,
Government,Architecture,UG,2022-23,,,,,0,,
Government,Hotel Management and Catering,UG,2012-13,120,100,81,69,2,,
Government,Hotel Management and Catering,UG,2013-14,180,135,136,116,3,,
Government,Hotel Management and Catering,UG,2014-15,180,100,100,88,3,,
Government,Hotel Management and Catering,UG,2015-16,280,201,148,118,5,,
Government,Hotel Management and Catering,UG,2016-17,280,145,313,154,5,,
Government,Hotel Management and Catering,UG,2017-18,280,166,128,101,5,,
Government,Hotel Management and Catering,UG,2018-19,220,147,118,135,4,,
Government,Hotel Management and Catering,UG,2019-20,220,147,115,130,4,,
Government,Hotel Management and Catering,UG,2020-21,280,198,29,84,4,,
Government,Hotel Management and Catering,UG,2021-22,460,227,103,46,6,53,174
Government,Hotel Management and Catering,UG,2022-23,460,0,0,16,6,,
Govt aided,Engineering and Technology,UG,2012-13,27805,26205,20990,10233,59,,
Govt aided,Engineering and Technology,UG,2013-14,27359,24526,21367,10103,54,,
Govt aided,Engineering and Technology,UG,2014-15,28229,25366,22993,12472,53,,
Govt aided,Engineering and Technology,UG,2015-16,28254,24232,21787,12618,54,,
Govt aided,Engineering and Technology,UG,2016-17,26227,23369,21649,11057,54,,
Govt aided,Engineering and Technology,UG,2017-18,26877,23448,22794,10006,56,,
Govt aided,Engineering and Technology,UG,2018-19,26787,24060,23648,10605,55,,
Govt aided,Engineering and Technology,UG,2019-20,26905,24424,20985,10553,56,,
Govt aided,Engineering and Technology,UG,2020-21,25886,22413,5631,9029,48,,
Govt aided,Engineering and Technology,UG,2021-22,26835,22660,17148,11140,51,6396,14635
Govt aided,Engineering and Technology,UG,2022-23,27917,0,0,2222,52,,
Govt aided,Engineering and Technology,PG,2012-13,8801,6316,4440,774,50,,
Govt aided,Engineering and Technology,PG,2013-14,8834,6406,4763,735,45,,
Govt aided,Engineering and Technology,PG,2014-15,9151,6579,4907,947,46,,
Govt aided,Engineering and Technology,PG,2015-16,9053,6015,5435,1123,48,,
Govt aided,Engineering and Technology,PG,2016-17,7755,5114,4879,794,46,,
Govt aided,Engineering and Technology,PG,2017-18,7701,4858,4487,722,47,,
Govt aided,Engineering and Technology,PG,2018-19,7532,4531,4237,1031,47,,
Govt aided,Engineering and Technology,PG,2019-20,7358,3723,3251,701,47,,
Govt aided,Engineering and Technology,PG,2020-21,6228,3085,645,533,43,,
Govt aided,Engineering and Technology,PG,2021-22,5840,1831,1834,722,42,749,1073
Govt aided,Engineering and Technology,PG,2022-23,5668,0,0,221,41,,
Govt aided,Engineering and Technology,DIPLOMA,2012-13,57841,48590,32106,11825,159,,
Govt aided,Engineering and Technology,DIPLOMA,2013-14,59018,48412,32983,11273,158,,
Govt aided,Engineering and Technology,DIPLOMA,2014-15,59835,46276,32731,12121,156,,
Govt aided,Engineering and Technology,DIPLOMA,2015-16,60728,46814,31444,11351,158,,
Govt aided,Engineering and Technology,DIPLOMA,2016-17,60060,45036,31440,11887,159,,
Govt aided,Engineering and Technology,DIPLOMA,2017-18,59872,44494,31770,12499,162,,
Govt aided,Engineering and Technology,DIPLOMA,2018-19,58142,43188,32692,13519,159,,
Govt aided,Engineering and Technology,DIPLOMA,2019-20,50099,38569,27568,13999,150,,
Govt aided,Engineering and Technology,DIPLOMA,2020-21,51208,32964,3701,13536,154,,
Govt aided,Engineering and Technology,DIPLOMA,2021-22,49698,32763,21483,13564,151,4507,26072
Govt aided,Engineering and Technology,DIPLOMA,2022-23,48253,1271,0,1715,147,,
Govt aided,Management,PG,2012-13,4477,2847,2660,1367,55,,
Govt aided,Management,PG,2013-14,4567,2708,2491,1344,50,,
Govt aided,Management,PG,2014-15,4497,2444,2145,1155,51,,
Govt aided,Management,PG,2015-16,4607,2933,2427,1438,53,,
Govt aided,Management,PG,2016-17,4275,2692,2440,1279,50,,
Govt aided,Management,PG,2017-18,3970,2783,2496,1611,47,,
Govt aided,Management,PG,2018-19,4155,2937,2629,1545,48,,
Govt aided,Management,PG,2019-20,4129,2913,2359,1647,47,,
Govt aided,Management,PG,2020-21,4120,2819,385,1322,46,,
Govt aided,Management,PG,2021-22,3840,2133,2332,1535,44,925,1202
Govt aided,Management,PG,2022-23,4390,363,0,301,51,,
Govt aided,MCA,PG,2012-13,3051,2501,2113,641,53,,
Govt aided,MCA,PG,2013-14,2871,2087,2095,479,50,,
Govt aided,MCA,PG,2014-15,2721,1961,1988,634,47,,
Govt aided,MCA,PG,2015-16,2835,1677,1916,581,49,,
Govt aided,MCA,PG,2016-17,2810,1739,1938,469,48,,
Govt aided,MCA,PG,2017-18,2725,1493,1688,500,47,,
Govt aided,MCA,PG,2018-19,2800,1479,1761,616,49,,
Govt aided,MCA,PG,2019-20,2533,1297,1582,668,48,,
Govt aided,MCA,PG,2020-21,2612,2044,369,606,50,,
Govt aided,MCA,PG,2021-22,2642,1963,1104,917,51,840,1123
Govt aided,MCA,PG,2022-23,2912,120,0,154,53,,
Govt aided,Pharmacy,UG,2012-13,891,700,642,153,13,,
Govt aided,Pharmacy,UG,2013-14,771,578,516,128,12,,
Govt aided,Pharmacy,UG,2014-15,771,602,535,167,12,,
Govt aided,Pharmacy,UG,2015-16,741,604,485,137,11,,
Govt aided,Pharmacy,UG,2016-17,621,433,467,147,10,,
Govt aided,Pharmacy,UG,2017-18,621,543,536,110,10,,
Govt aided,Pharmacy,UG,2018-19,601,570,557,107,10,,
Govt aided,Pharmacy,UG,2019-20,661,717,566,120,11,,
Govt aided,Pharmacy,UG,2020-21,545,554,127,95,8,,
Govt aided,Pharmacy,UG,2021-22,545,579,278,111,8,328,245
Govt aided,Pharmacy,UG,2022-23,555,0,0,0,8,,
Govt aided,Architecture,UG,2012-13,,,,,0,,
Govt aided,Architecture,UG,2013-14,,,,,0,,
Govt aided,Architecture,UG,2014-15,,,,,0,,
Govt aided,Architecture,UG,2015-16,520,446,268,0,8,,
Govt aided,Architecture,UG,2016-17,400,406,334,0,6,,
Govt aided,Architecture,UG,2017-18,400,255,297,36,6,,
Govt aided,Architecture,UG,2018-19,280,273,237,29,5,,
Govt aided,Architecture,UG,2019-20,,,,,0,,
Govt aided,Architecture,UG,2020-21,,,,,0,,
Govt aided,Architecture,UG,2021-22,,,,,0,,
Govt aided,Architecture,UG,2022-23,,,,,0,,
Govt aided,Hotel Management and Catering,UG,2012-13,100,42,40,32,2,,
Govt aided,Hotel Management and Catering,UG,2013-14,100,61,38,31,2,,
Govt aided,Hotel Management and Catering,UG,2014-15,100,64,31,27,2,,
Govt aided,Hotel Management and Catering,UG,2015-16,100,46,36,25,2,,
Govt aided,Hotel Management and Catering,UG,2016-17,100,53,31,9,2,,
Govt aided,Hotel Management and Catering,UG,2017-18,100,62,34,26,2,,
Govt aided,Hotel Management and Catering,UG,2018-19,100,58,33,4,2,,
Govt aided,Hotel Management and Catering,UG,2019-20,96,44,32,4,2,,
Govt aided,Hotel Management and Catering,UG,2020-21,36,12,0,3,1,,
Govt aided,Hotel Management and Catering,UG,2021-22,36,9,26,4,1,9,0
Govt aided,Hotel Management and Catering,UG,2022-23,36,0,0,0,1,,
Private-Aided,Engineering and Technology,UG,2012-13,,,,,0,,
Private-Aided,Engineering and Technology,UG,2013-14,1320,1059,429,58,3,,
Private-Aided,Engineering and Technology,UG,2014-15,1080,451,178,67,2,,
Private-Aided,Engineering and Technology,UG,2015-16,2340,1245,456,158,6,,
Private-Aided,Engineering and Technology,UG,2016-17,2280,1282,758,85,6,,
